production_day,station_id,total_bookings,good_count,fail_count,scrap_count,defect_count,defect_rate_pct,created_at,timestamp,id,station_name,rolling_mean_7d,rolling_mean_3d,rolling_std_7d,previous_day_scrap,defect_trend,downtime_ratio,day_of_week,ma_forecast,es_forecast,ma_error,es_error
2025-12-14 23:00:00+00:00,1,1153,1044,70,39,109,9.45,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,122,SF-SPI-L01-01,8.382857142857143,8.4,1.3121447364996768,9.63,0.015714285714285514,,6,8.382857142857143,8.807025699647951,1.0671428571428567,0.6429743003520478
2025-12-15 23:00:00+00:00,1,1270,1176,56,38,94,7.4,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,604,SF-SPI-L01-01,8.584285714285715,8.833333333333334,1.3581587676318385,9.45,0.08107142857142864,,0,8.584285714285715,8.977391017275577,-1.1842857142857142,-1.577391017275577
2025-12-16 23:00:00+00:00,1,941,878,41,22,63,6.7,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,817,SF-SPI-L01-01,8.154285714285715,8.826666666666666,1.1432826588797866,7.4,0.21500000000000047,,1,8.154285714285715,8.78004837145644,-1.4542857142857146,-2.0800483714564395
2025-12-17 23:00:00+00:00,1,671,622,37,12,49,7.3,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,144,SF-SPI-L01-01,8.182857142857143,7.8500000000000005,1.0965964661277212,6.7,-0.17714285714285738,,2,8.182857142857143,8.496999745712003,-0.8828571428571435,-1.1969997457120032
2025-12-18 23:00:00+00:00,1,1198,1096,65,37,102,8.51,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,155,SF-SPI-L01-01,8.007142857142856,7.133333333333333,1.1297450196941814,7.3,-0.22214285714285653,,3,8.007142857142856,8.343415091384202,0.5028571428571436,0.166584908615798
2025-12-21 23:00:00+00:00,1,994,912,57,25,82,8.25,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,92,SF-SPI-L01-01,8.05857142857143,7.503333333333333,1.1454173703855504,8.51,-0.14785714285714277,,6,8.05857142857143,8.388432001749244,0.1914285714285704,-0.1384320017492442
2025-12-22 23:00:00+00:00,1,556,507,32,17,49,8.81,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,565,SF-SPI-L01-01,8.177142857142858,8.020000000000001,1.110731204893338,8.25,-0.21857142857142853,,0,8.177142857142858,8.390316656155248,0.6328571428571426,0.4196833438447527
2025-12-23 23:00:00+00:00,1,989,913,44,32,76,7.68,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,839,SF-SPI-L01-01,8.06,8.523333333333333,0.965746688664612,8.81,0.05678571428571456,,1,8.06,8.468842111818553,-0.3800000000000008,-0.7888421118185533
2025-12-24 23:00:00+00:00,1,729,670,38,21,59,8.09,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,1079,SF-SPI-L01-01,7.807142857142858,8.246666666666668,0.7484141965007115,7.68,0.21464285714285758,,2,7.807142857142858,8.387195027034386,0.28285714285714203,-0.2971950270343857
2025-12-25 23:00:00+00:00,1,627,574,34,19,53,8.45,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,140,SF-SPI-L01-01,7.905714285714285,8.193333333333333,0.7310918123568575,8.09,0.18678571428571428,,3,7.905714285714285,8.367290008282767,0.5442857142857145,0.08270999171723226
2025-12-28 23:00:00+00:00,1,1092,1015,53,24,77,7.05,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,694,SF-SPI-L01-01,8.155714285714286,8.073333333333332,0.5183260602766395,8.45,0.07285714285714268,,6,8.155714285714286,8.394273828446893,-1.1057142857142859,-1.3442738284468936
2025-12-29 23:00:00+00:00,1,1157,1063,55,39,94,8.12,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,52,SF-SPI-L01-01,8.120000000000001,7.863333333333333,0.5906775770248925,7.05,-0.16785714285714295,,0,8.120000000000001,8.24844673156145,-1.7763568394002505e-15,-0.12844673156144992
2025-12-30 23:00:00+00:00,1,1282,1178,72,32,104,8.11,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,598,SF-SPI-L01-01,8.064285714285713,7.873333333333332,0.5656222868916758,8.12,-0.11214285714285697,,1,8.064285714285713,8.243261622335634,0.04571428571428626,-0.13326162233563466
2025-12-31 23:00:00+00:00,1,1077,999,52,26,78,7.24,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,893,SF-SPI-L01-01,8.044285714285714,7.759999999999999,0.5604122632151285,8.11,-0.0807142857142857,,2,8.044285714285714,8.237310669448695,-0.8042857142857134,-0.9973106694486944
2026-01-01 23:00:00+00:00,1,747,678,43,26,69,9.24,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,479,SF-SPI-L01-01,7.82,7.823333333333333,0.5152345744092325,7.24,-0.05749999999999993,,3,7.82,8.135142251681044,1.42,1.1048577483189561
2026-01-04 23:00:00+00:00,1,1191,1104,56,31,87,7.3,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,438,SF-SPI-L01-01,8.042857142857143,8.196666666666667,0.7350672142898275,9.24,0.07464285714285733,,6,8.042857142857143,8.258738341773514,-0.7428571428571429,-0.9587383417735138
2026-01-05 23:00:00+00:00,1,1215,1125,63,27,90,7.41,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,246,SF-SPI-L01-01,7.93,7.926666666666667,0.7855359104882882,7.3,0.0017857142857139233,,0,7.93,8.166685197068018,-0.5199999999999996,-0.756685197068018
2026-01-06 23:00:00+00:00,1,1025,945,44,36,80,7.8,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,484,SF-SPI-L01-01,7.781428571428571,7.983333333333333,0.7689696260024076,7.41,0.020357142857142865,,1,7.781428571428571,8.094061713673822,0.018571428571428683,-0.2940617136738224
2026-01-07 23:00:00+00:00,1,1132,1024,71,37,108,9.54,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,406,SF-SPI-L01-01,7.888571428571429,7.503333333333333,0.6991525482427157,7.8,-0.0821428571428569,,2,7.888571428571429,8.06673092733459,1.6514285714285704,1.4732690726654099
2026-01-08 23:00:00+00:00,1,1140,1057,52,31,83,7.28,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,696,SF-SPI-L01-01,8.09142857142857,8.25,0.9414957704176279,9.54,0.12785714285714328,,3,8.09142857142857,8.211463063911516,-0.8114285714285705,-0.931463063911516
2026-01-11 23:00:00+00:00,1,799,737,42,20,62,7.76,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,773,SF-SPI-L01-01,7.972857142857143,8.206666666666665,0.9897931481832317,7.28,0.04357142857142849,,6,7.972857142857143,8.128884568403542,-0.21285714285714352,-0.36888456840354245
2026-01-12 23:00:00+00:00,1,996,933,41,22,63,6.33,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,386,SF-SPI-L01-01,8.047142857142857,8.193333333333333,0.9440818164706241,7.76,-0.08392857142857214,,0,8.047142857142857,7.911704519944219,-1.717142857142857,-1.5817045199442186
2026-01-13 23:00:00+00:00,1,691,639,34,18,52,7.53,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,163,SF-SPI-L01-01,7.631428571428572,7.123333333333334,0.9715696676243109,6.33,-0.09749999999999959,,1,7.631428571428572,7.938783961313354,-0.10142857142857142,-0.4087839613133539
2026-01-14 23:00:00+00:00,1,732,680,32,20,52,7.1,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,117,SF-SPI-L01-01,7.664285714285714,7.206666666666666,0.9623384218118037,7.53,-0.15571428571428564,,2,7.664285714285714,7.898959152083995,-0.5642857142857141,-0.7989591520839951
2026-01-15 23:00:00+00:00,1,1136,1050,56,30,86,7.57,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,62,SF-SPI-L01-01,7.62,6.986666666666667,0.9829038610159158,7.1,-0.25249999999999945,,3,7.62,7.365852387372206,-0.04999999999999982,0.20414761262779457
2026-01-18 23:00:00+00:00,1,1259,1169,58,32,90,7.15,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,463,SF-SPI-L01-01,7.587142857142857,7.3999999999999995,0.9797229929205181,7.57,-0.23214285714285665,,6,7.587142857142857,7.332986454866249,-0.43714285714285683,-0.18298645486624832
2026-01-19 23:00:00+00:00,1,911,839,52,20,72,7.9,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,429,SF-SPI-L01-01,7.2457142857142856,7.273333333333333,0.4691430891478967,7.15,2.506338739515048e-16,,0,7.2457142857142856,7.201525296281727,0.6542857142857148,0.698474703718273
2026-01-20 23:00:00+00:00,1,1037,946,59,32,91,8.78,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,830,SF-SPI-L01-01,7.334285714285714,7.54,0.5311263861786871,7.9,0.07500000000000026,,1,7.334285714285714,7.287095143281126,1.4457142857142857,1.492904856718873
2026-01-21 23:00:00+00:00,1,846,771,42,33,75,8.87,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,809,SF-SPI-L01-01,7.4799999999999995,7.9433333333333325,0.7585951928839658,8.78,0.2907142857142859,,2,7.4799999999999995,7.813542413043387,1.3899999999999997,1.0564575869566122
2026-01-22 23:00:00+00:00,1,923,851,53,19,72,7.8,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,131,SF-SPI-L01-01,7.8428571428571425,8.516666666666667,0.7235033813722916,8.87,0.2753571428571431,,3,7.8428571428571425,7.890038671577169,-0.042857142857142705,-0.09003867157716883
2026-01-25 23:00:00+00:00,1,639,580,31,28,59,9.23,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,962,SF-SPI-L01-01,7.881428571428572,8.483333333333333,0.7111359122659204,7.8,0.22607142857142903,,6,7.881428571428572,7.879139794910518,1.3485714285714288,1.3508602050894822
2026-01-26 23:00:00+00:00,1,852,780,46,26,72,8.45,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,691,SF-SPI-L01-01,8.185714285714285,8.633333333333335,0.7739693607815303,9.23,0.2589285714285719,,0,8.185714285714285,7.97692259464009,0.26428571428571423,0.47307740535990916
2026-01-27 23:00:00+00:00,1,1375,1254,73,48,121,8.8,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,419,SF-SPI-L01-01,8.31142857142857,8.493333333333334,0.7273565968956487,8.45,0.19928571428571443,,1,8.31142857142857,8.010627186414911,0.4885714285714311,0.7893728135850893
2026-01-28 23:00:00+00:00,1,1167,1087,46,34,80,6.86,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,819,SF-SPI-L01-01,8.547142857142857,8.826666666666666,0.5283847804303957,8.8,0.0857142857142854,,2,8.547142857142857,8.30742962232999,-1.6871428571428568,-1.447429622329989
2026-01-29 23:00:00+00:00,1,1005,906,60,39,99,9.85,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,699,SF-SPI-L01-01,8.398571428571428,8.036666666666667,0.8112013431002314,6.86,-0.187499999999999,,3,8.398571428571428,7.982551370520302,1.451428571428572,1.8674486294796973
2026-02-01 23:00:00+00:00,1,1234,1146,55,33,88,7.13,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,625,SF-SPI-L01-01,8.551428571428572,8.503333333333334,0.9785947164417045,9.85,0.022500000000000242,,6,8.551428571428572,8.441044580054708,-1.4214285714285717,-1.3110445800547081
2026-02-02 23:00:00+00:00,1,990,904,57,29,86,8.69,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,417,SF-SPI-L01-01,8.302857142857144,7.946666666666666,1.09790276262995,7.13,-0.0842857142857143,,0,8.302857142857144,8.047003871590613,0.38714285714285523,0.6429961284093864
2026-02-03 23:00:00+00:00,1,858,807,26,25,51,5.94,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,575,SF-SPI-L01-01,8.43,8.556666666666667,1.081372584573267,8.69,-0.11464285714285684,,1,8.43,8.091150827037634,-2.4899999999999993,-2.1511508270376334
2026-02-04 23:00:00+00:00,1,1121,1033,61,27,88,7.85,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,620,SF-SPI-L01-01,7.96,7.253333333333334,1.3558515159608482,5.94,-0.26714285714285685,,2,7.96,8.349123147755385,-0.11000000000000032,-0.4991231477553857
2026-02-05 23:00:00+00:00,1,906,824,53,29,82,9.05,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,15,SF-SPI-L01-01,7.874285714285714,7.493333333333333,1.3385671088002653,7.85,-0.20892857142857132,,3,7.874285714285714,7.9409835070978,1.175714285714287,1.1090164929022004
2026-02-08 23:00:00+00:00,1,1102,1021,54,27,81,7.35,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,518,SF-SPI-L01-01,7.910000000000001,7.613333333333333,1.3703405902670074,9.05,0.04928571428571447,,6,7.910000000000001,8.38184892681527,-0.5600000000000014,-1.03184892681527
2026-02-09 23:00:00+00:00,1,1087,1005,49,33,82,7.54,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,278,SF-SPI-L01-01,7.9799999999999995,8.083333333333334,1.3193306383667935,7.35,-0.16071428571428553,,0,7.9799999999999995,7.968217505141256,-0.4399999999999995,-0.428217505141256
2026-02-10 23:00:00+00:00,1,577,525,31,21,52,9.01,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,319,SF-SPI-L01-01,7.6499999999999995,7.98,1.031035078614365,7.54,0.05928571428571428,,1,7.6499999999999995,8.305281406473952,1.3600000000000003,0.7047185935260476
2026-02-11 23:00:00+00:00,1,1103,1035,45,23,68,6.17,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,64,SF-SPI-L01-01,7.918571428571427,7.966666666666666,1.1144868560826322,9.01,0.13071428571428592,,2,7.918571428571427,8.00403314180623,-1.7485714285714273,-1.8340331418062306
2026-02-12 23:00:00+00:00,1,1276,1177,64,35,99,7.76,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,86,SF-SPI-L01-01,7.558571428571428,7.573333333333333,1.225267706413969,6.17,0.05357142857142872,,3,7.558571428571428,7.8924375138771845,0.20142857142857196,-0.13243751387718472
2026-02-15 23:00:00+00:00,1,858,788,55,15,70,8.16,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,103,SF-SPI-L01-01,7.818571428571429,7.646666666666666,0.9962668412868193,7.76,-0.1560714285714288,,6,7.818571428571429,7.881600321573917,0.34142857142857075,0.2783996784260827
2026-02-16 23:00:00+00:00,1,773,704,45,24,69,8.93,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,234,SF-SPI-L01-01,7.862857142857143,7.363333333333333,1.004750620564032,8.16,-0.11499999999999957,,0,7.862857142857143,7.894871944989093,1.0671428571428567,1.0351280550109063
2026-02-17 23:00:00+00:00,1,1345,1225,72,48,120,8.92,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,1127,SF-SPI-L01-01,7.845714285714285,8.283333333333333,0.9818835155430787,8.93,0.16892857142857146,,1,7.845714285714285,7.952130670381469,1.0742857142857147,0.967869329618531
2026-02-18 23:00:00+00:00,1,873,797,50,26,76,8.71,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,235,SF-SPI-L01-01,8.07,8.67,1.0280077820717108,8.92,0.21321428571428627,,2,8.07,8.00597444439941,0.6400000000000006,0.704025555600591
2026-02-19 23:00:00+00:00,1,879,813,41,25,66,7.51,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,1240,SF-SPI-L01-01,8.237142857142858,8.853333333333333,1.0225737835761006,8.71,0.20607142857142918,,3,8.237142857142858,8.045342783288374,-0.7271428571428586,-0.5353427832883746
2026-02-22 23:00:00+00:00,1,991,916,52,23,75,7.57,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,277,SF-SPI-L01-01,8.022857142857143,8.38,0.9902813453040207,7.51,0.23857142857142874,,6,8.022857142857143,8.016133852765327,-0.45285714285714285,-0.44613385276532647
2026-02-23 23:00:00+00:00,1,894,817,56,21,77,8.61,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,677,SF-SPI-L01-01,8.222857142857142,7.93,0.6292777416931851,7.57,-0.07464285714285701,,0,8.222857142857142,7.991609532062648,0.387142857142857,0.6183904679373518
2026-02-24 23:00:00+00:00,1,1164,1070,66,28,94,8.08,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,594,SF-SPI-L01-01,8.344285714285714,7.896666666666666,0.6066810568675305,8.61,-0.09928571428571464,,1,8.344285714285714,8.024460483281956,-0.26428571428571423,0.05553951671804391
2026-02-25 23:00:00+00:00,1,733,665,42,26,68,9.28,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,1092,SF-SPI-L01-01,8.332857142857142,8.086666666666668,0.6114658422107282,8.08,-0.15392857142857097,,2,8.332857142857142,8.027516788543062,0.9471428571428575,1.252483211456937
2026-02-26 23:00:00+00:00,1,1020,923,59,38,97,9.51,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,124,SF-SPI-L01-01,8.382857142857143,8.656666666666666,0.6790118871250648,9.28,0.03285714285714337,,3,8.382857142857143,8.093588688413176,1.1271428571428572,1.416411311586824
2026-03-01 23:00:00+00:00,1,835,781,26,28,54,6.47,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,886,SF-SPI-L01-01,8.467142857142857,8.956666666666665,0.7851266200580695,9.51,0.23035714285714276,,6,8.467142857142857,8.16860472681913,-1.9971428571428573,-1.6986047268191298
2026-03-02 23:00:00+00:00,1,1049,970,49,30,79,7.53,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,663,SF-SPI-L01-01,8.147142857142857,8.42,1.0732616065948108,6.47,0.05107142857142883,,0,8.147142857142857,8.084348301601088,-0.6171428571428565,-0.5543483016010873
2026-03-03 23:00:00+00:00,1,597,557,25,15,40,6.7,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,932,SF-SPI-L01-01,8.15,7.836666666666666,1.0713076122197576,7.53,-0.1060714285714285,,1,8.15,8.05747649514774,-1.4500000000000002,-1.357476495147739
2026-03-04 23:00:00+00:00,1,1094,1013,56,25,81,7.4,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,1134,SF-SPI-L01-01,8.025714285714285,6.8999999999999995,1.1933266826098248,6.7,-0.3442857142857139,,2,8.025714285714285,7.99027450710654,-0.6257142857142846,-0.5902745071065398
2026-03-05 23:00:00+00:00,1,916,824,61,31,92,10.04,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,608,SF-SPI-L01-01,7.852857142857142,7.210000000000001,1.1821691120663775,7.4,-0.32785714285714224,,3,7.852857142857142,7.960538953078281,2.187142857142857,2.0794610469217183
2026-03-08 23:00:00+00:00,1,819,760,41,18,59,7.2,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,89,SF-SPI-L01-01,8.132857142857143,8.046666666666667,1.4473160710514503,10.04,-0.061071428571428284,,6,8.132857142857143,8.06085755042086,-0.9328571428571424,-0.8608575504208593
2026-03-09 23:00:00+00:00,1,1067,963,71,33,104,9.75,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,534,SF-SPI-L01-01,7.835714285714286,8.213333333333333,1.3847124508101198,7.2,0.0028571428571428745,,0,7.835714285714286,8.020084452503438,1.9142857142857137,1.729915547496562
2026-03-10 23:00:00+00:00,1,1182,1087,68,27,95,8.04,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,821,SF-SPI-L01-01,7.87,8.996666666666666,1.435130656072818,9.75,0.44714285714285745,,1,7.87,8.102433395466816,0.16999999999999904,-0.06243339546681703
2026-03-11 23:00:00+00:00,1,916,837,49,30,79,8.62,2026-05-13 13:23:40.638970+00:00,2026-05-13 13:23:40.638970+00:00,200,SF-SPI-L01-01,8.094285714285714,8.33,1.2957862110556284,8.04,0.26535714285714274,,2,8.094285714285714,8.100923411118536,0.5257142857142849,0.5190765888814628
