production_day,station_id,station_name,defect_rate_pct,Q1,Q3,IQR,lower_bound,upper_bound,severity
2025-11-20 23:00:00+00:00,7,FRA-OVE-L01-01,8.36,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-23 23:00:00+00:00,7,FRA-OVE-L01-01,7.55,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-24 23:00:00+00:00,7,FRA-OVE-L01-01,7.98,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-25 23:00:00+00:00,7,FRA-OVE-L01-01,7.43,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-26 23:00:00+00:00,7,FRA-OVE-L01-01,7.51,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-27 23:00:00+00:00,7,FRA-OVE-L01-01,7.69,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-11-30 23:00:00+00:00,7,FRA-OVE-L01-01,7.79,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-01 23:00:00+00:00,7,FRA-OVE-L01-01,7.2,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-02 23:00:00+00:00,7,FRA-OVE-L01-01,7.83,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-03 23:00:00+00:00,7,FRA-OVE-L01-01,8.2,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-04 23:00:00+00:00,7,FRA-OVE-L01-01,6.74,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-07 23:00:00+00:00,7,FRA-OVE-L01-01,7.54,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-08 23:00:00+00:00,7,FRA-OVE-L01-01,7.08,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-09 23:00:00+00:00,7,FRA-OVE-L01-01,7.27,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-10 23:00:00+00:00,7,FRA-OVE-L01-01,6.7,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-11 23:00:00+00:00,7,FRA-OVE-L01-01,7.99,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-14 23:00:00+00:00,7,FRA-OVE-L01-01,6.91,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-15 23:00:00+00:00,7,FRA-OVE-L01-01,8.76,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-16 23:00:00+00:00,7,FRA-OVE-L01-01,7.75,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-17 23:00:00+00:00,7,FRA-OVE-L01-01,7.89,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-18 23:00:00+00:00,7,FRA-OVE-L01-01,8.54,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-21 23:00:00+00:00,7,FRA-OVE-L01-01,7.72,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-22 23:00:00+00:00,7,FRA-OVE-L01-01,7.72,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-23 23:00:00+00:00,7,FRA-OVE-L01-01,7.9,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-24 23:00:00+00:00,7,FRA-OVE-L01-01,8.61,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-25 23:00:00+00:00,7,FRA-OVE-L01-01,7.37,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-28 23:00:00+00:00,7,FRA-OVE-L01-01,7.39,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-29 23:00:00+00:00,7,FRA-OVE-L01-01,8.86,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-30 23:00:00+00:00,7,FRA-OVE-L01-01,8.05,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2025-12-31 23:00:00+00:00,7,FRA-OVE-L01-01,8.69,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-01 23:00:00+00:00,7,FRA-OVE-L01-01,7.73,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-04 23:00:00+00:00,7,FRA-OVE-L01-01,8.67,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-05 23:00:00+00:00,7,FRA-OVE-L01-01,7.93,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-06 23:00:00+00:00,7,FRA-OVE-L01-01,7.32,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-07 23:00:00+00:00,7,FRA-OVE-L01-01,7.82,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-08 23:00:00+00:00,7,FRA-OVE-L01-01,7.93,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-11 23:00:00+00:00,7,FRA-OVE-L01-01,8.01,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-12 23:00:00+00:00,7,FRA-OVE-L01-01,7.95,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-13 23:00:00+00:00,7,FRA-OVE-L01-01,7.71,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-14 23:00:00+00:00,7,FRA-OVE-L01-01,5.99,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-15 23:00:00+00:00,7,FRA-OVE-L01-01,8.03,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-18 23:00:00+00:00,7,FRA-OVE-L01-01,6.85,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-19 23:00:00+00:00,7,FRA-OVE-L01-01,6.16,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-20 23:00:00+00:00,7,FRA-OVE-L01-01,6.6,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-21 23:00:00+00:00,7,FRA-OVE-L01-01,7.27,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-22 23:00:00+00:00,7,FRA-OVE-L01-01,7.21,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-25 23:00:00+00:00,7,FRA-OVE-L01-01,9.61,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-26 23:00:00+00:00,7,FRA-OVE-L01-01,8.82,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-27 23:00:00+00:00,7,FRA-OVE-L01-01,7.67,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
2026-01-28 23:00:00+00:00,7,FRA-OVE-L01-01,9.14,7.3774999999999995,8.4125,1.0350000000000001,5.824999999999999,9.965,normal
